https://m.weibo.cn/status/Imv2TpXvk?mblogid=Imv2TpXvk&luicode=10000011&lfid=1076031280761142,1280761142,4453625596186938,,57938,2757,昨天 05:49,2205,"2019即将成为记忆，记忆中有你有我；2020，可以有更多愿望，你的我的…….<span class=""url-icon""><img alt=[挤眼] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_jiyan-feeb0a726c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[礼物] src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_liwu-cd692ebd14.png"" style=""width:1em; height:1em;"" /></span> <a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%88%91%E5%8F%AA%E8%A6%81%E9%A6%99%E5%A5%88%E5%84%BF%23&extparam=%23%E6%88%91%E5%8F%AA%E8%A6%81%E9%A6%99%E5%A5%88%E5%84%BF%23&luicode=10000011&lfid=1076031280761142"" data-hide=""""><span class=""surl-text"">#我只要香奈儿#</span></a> "
https://m.weibo.cn/status/ImmfW19nz?mblogid=ImmfW19nz&luicode=10000011&lfid=1076031280761142,1280761142,4453287720274385,,48892,2033,12-25,886,"五颜六色的节日，祝大家快乐！<span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span> "
https://m.weibo.cn/status/ImdRD9hZH?mblogid=ImdRD9hZH&luicode=10000011&lfid=1076031280761142,1280761142,4452965132214125,,25127,1643,12-24,1168,"不知道这是今年的第几个起飞，离开的地方总有些牵挂，去的地方也有很多期待…<br />带上我的vivo和<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E7%BA%B9%E7%90%86%23&isnewpage=1&luicode=10000011&lfid=1076031280761142"" data-hide=""""><span class=""surl-text"">#纹理#</span></a>一起记录每一次快乐<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23vivo+X30%E6%BD%9C%E6%9C%9B%E5%BC%8F%E8%B6%85%E8%BF%9C%E6%91%84%23&extparam=%23vivo+X30%E6%BD%9C%E6%9C%9B%E5%BC%8F%E8%B6%85%E8%BF%9C%E6%91%84%23&luicode=10000011&lfid=1076031280761142"" data-hide=""""><span class=""surl-text"">#vivo X30潜望式超远摄#</span></a> <span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span> <a data-url=""http://t.cn/AikTn9HO"" href=""https://m.weibo.cn/p/index?containerid=2304444452964312743950&url_type=39&object_type=video&pos=1&allowRedirect=1&disable_interception=1&disable_sinaurl=1&schemewhitelist=%7B%22scheme%22%3A%5B%22.%2A%22%5D%2C%22itunes%22%3A%5B%22.%2A%22%5D%7D&luicode=10000011&lfid=1076031280761142"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">刘雯的微博视频</span></a> "
https://m.weibo.cn/status/Im4Nslc5t?mblogid=Im4Nslc5t&luicode=10000011&lfid=1076031280761142,1280761142,4452616585051355,,23418,1240,12-23,1002,"我们都需要缓急有序的步调。看到蓝色要感受缓慢，看到红色要走得更快。但谁来定义颜色? 我是<a href='/n/Levis中国'>@Levis中国</a> 代言人刘雯，我有自己的步伐，新年我要<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%81%9A%E7%BA%A2%E8%89%B2%E7%9A%84%E8%93%9D%23&extparam=%23%E5%81%9A%E7%BA%A2%E8%89%B2%E7%9A%84%E8%93%9D%23&luicode=10000011&lfid=1076031280761142"" data-hide=""""><span class=""surl-text"">#做红色的蓝#</span></a>。<br />[加油]<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%88%98%E9%9B%AF%E4%B8%B9%E5%AE%81%E4%BA%BA%E7%94%9F%23&extparam=%23%E5%88%98%E9%9B%AF%E4%B8%B9%E5%AE%81%E4%BA%BA%E7%94%9F%23&luicode=10000011&lfid=1076031280761142"" data-hide=""""><span class=""surl-text"">#刘雯丹宁人生#</span></a> <a data-url=""http://t.cn/AikNLO7l"" href=""https://m.weibo.cn/p/index?containerid=2304444452613165613068&url_type=39&object_type=video&pos=1&allowRedirect=1&disable_interception=1&disable_sinaurl=1&schemewhitelist=%7B%22scheme%22%3A%5B%22.%2A%22%5D%2C%22itunes%22%3A%5B%22.%2A%22%5D%7D&luicode=10000011&lfid=1076031280761142"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">Levis中国的微博视频</span></a> "
https://m.weibo.cn/status/IlV4TxxoL?mblogid=IlV4TxxoL&luicode=10000011&lfid=1076031280761142,1280761142,4452242997993211,,36637,1596,12-22,731,"冬至，依然暖！有太多感谢想说，大家的付出与支持让2019充满了感激与能量，未来我们继续前行……<span class=""url-icon""><img alt=[握手] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-5f420e76e3.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span> "
https://m.weibo.cn/status/IlLjguW96?mblogid=IlLjguW96&luicode=10000011&lfid=1076031280761142,1280761142,4451867507373356,,62455,3175,12-21,2571,"起床了，起床了，不管有太阳还是有下雨天，都是值得期待的一个星期六 <span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span> "
https://m.weibo.cn/status/IlEKmAV21?mblogid=IlEKmAV21&luicode=10000011&lfid=1076031280761142,1280761142,4451615228799041,做喜欢的事情，活出想要的#金砖人生#。感恩身边的每一个人，是大家的存在，才成就现在的我们。[爱你] 认真生活，努力工作，护肤就交给#金砖面霜#吧。,19422,985,12-20,4549,"做喜欢的事情，活出想要的<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%87%91%E7%A0%96%E4%BA%BA%E7%94%9F%23&extparam=%23%E9%87%91%E7%A0%96%E4%BA%BA%E7%94%9F%23&luicode=10000011&lfid=1076031280761142"" data-hide=""""><span class=""surl-text"">#金砖人生#</span></a>。感恩身边的每一个人，是大家的存在，才成就现在的我们。<span class=""url-icon""><img alt=[爱你] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-4a23c0524a.png"" style=""width:1em; height:1em;"" /></span> 认真生活，努力工作，护肤就交给<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%87%91%E7%A0%96%E9%9D%A2%E9%9C%9C%23&isnewpage=1&luicode=10000011&lfid=1076031280761142"" data-hide=""""><span class=""surl-text"">#金砖面霜#</span></a>吧。"
https://m.weibo.cn/status/Ilxos83WN?mblogid=Ilxos83WN&luicode=10000011&lfid=1076031280761142,1280761142,4451332561921801,,76699,4182,12-19,1904,"哈尔滨一日游<span class=""url-icon""><img alt=[月亮] src=""//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-7b19f500d5.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span> "
https://m.weibo.cn/status/IlkKKjaWa?mblogid=IlkKKjaWa&luicode=10000011&lfid=1076031280761142,1280761142,4450846664570278,,47785,2306,12-18,1717,"舒适，自由，运动，是构成香奈儿魅力的要素。<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%A6%99%E5%A5%88%E5%84%BF%E5%A4%96%E5%A5%97%23&luicode=10000011&lfid=1076031280761142"" data-hide=""""><span class=""surl-text"">#香奈儿外套#</span></a>对细节的考究，让我理解了内外皆美与实用兼备的时装风格，冬天动起来！<span class=""url-icon""><img alt=[微风] src=""//h5.sinaimg.cn/m/emoticon/icon/others/w_weifeng-33be96b05d.png"" style=""width:1em; height:1em;"" /></span> "
https://m.weibo.cn/status/Il1ZguVK8?mblogid=Il1ZguVK8&luicode=10000011&lfid=1076031280761142,1280761142,4450125307371808,,164031,12036,12-16,11144,"发现更多美，从按下快门开始。快来看看，我用vivo X30 Pro拍到了谁？<span class=""url-icon""><img alt=[羞嗒嗒] src=""//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-f44e8f5688.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[求关注] src=""//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_qiuguanzhu-9953fab258.png"" style=""width:1em; height:1em;"" /></span><a href='/n/alexanderwang'>@alexanderwang</a> <a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23vivo+X30%E6%BD%9C%E6%9C%9B%E5%BC%8F%E8%B6%85%E8%BF%9C%E6%91%84%23&extparam=%23vivo+X30%E6%BD%9C%E6%9C%9B%E5%BC%8F%E8%B6%85%E8%BF%9C%E6%91%84%23&luicode=10000011&lfid=1076031280761142"" data-hide=""""><span class=""surl-text"">#vivo X30潜望式超远摄#</span></a><br /><a data-url=""http://t.cn/AiDWBd5U"" href=""http://miaopai.com/show/hki-gZv2CqOH6YcA06dUQFioi4X7YuKOhvby~A__.htm?showurl=http%3A%2F%2Fmiaopai.com%2Fshow%2Fhki-gZv2CqOH6YcA06dUQFioi4X7YuKOhvby%7EA__.htm&url_open_direct=1&toolbar_hidden=1&url_type=39&object_type=video&pos=1&allowRedirect=1&disable_interception=1&disable_sinaurl=1&schemewhitelist=%7B%22scheme%22%3A%5B%22.%2A%22%5D%2C%22itunes%22%3A%5B%22.%2A%22%5D%7D&containerid=2304424450096088023055&luicode=10000011&lfid=1076031280761142"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">vivo-的秒拍视频</span></a> "
