https://m.weibo.cn/status/IjFeI7SYv?mblogid=IjFeI7SYv&luicode=10000011&lfid=1076031549362863,1549362863,4446867481879623,,4308,4257,12-07,471,"我们东丽羽绒服 卖了四年了～<br />口碑款～ 抽5名送200元优惠券！！<br /><br />全亚洲最大专业做羽绒服工厂定做的<br />面料早早就下了 这次全面升级创新<br />面料是那种blingbling微闪 自带高光属性～<br />三重 重工艺面料 超轻！不钻绒！ 蓄热强！（还给你们做了加热款 两个链接哦！！！）<br />暖上➕暖！<span class=""url-icon""><img alt=[害羞] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haixiu-1c4cb9b053.png"" style=""width:1em; height:1em;"" /></span>再不体寒～<br /> <br />90白鹅 ...<a href=""/status/4446867481879623"">全文</a>"
https://m.weibo.cn/status/Il1VbdJUx?mblogid=Il1VbdJUx&luicode=10000011&lfid=1076031549362863,1549362863,4450122773274749,,2422,4951,12-16,3962,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%BC%A0%E5%A4%A7%E5%A5%95%E7%9C%9F%E9%A6%99%E8%8A%82%23&extparam=%23%E5%BC%A0%E5%A4%A7%E5%A5%95%E7%9C%9F%E9%A6%99%E8%8A%82%23&luicode=10000011&lfid=1076031549362863"" data-hide=""""><span class=""surl-text"">#张大奕真香节#</span></a>  今晚 7点真香节 准时上播哦～～<br />今晚都是生活上用的 吃的 为主哦～<br />超干 干货！ 价格 都帮你们砍完好几轮了<span class=""url-icon""><img alt=[害羞] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haixiu-1c4cb9b053.png"" style=""width:1em; height:1em;"" /></span><br />今晚 7点哦～<br />转发评论抽10人平分现金红包🧧1w "
https://m.weibo.cn/status/IkTCtgKx7?mblogid=IkTCtgKx7&luicode=10000011&lfid=1076031549362863,1549362863,4449803653992125,,1931,953,12-15,26,"vlog 好久没发了………<br />生活的残渣怕你们没兴趣<span class=""url-icon""><img alt=[思考] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_sikao-c599fd085f.png"" style=""width:1em; height:1em;"" /></span> "
https://m.weibo.cn/status/Iks9Nhw7y?mblogid=Iks9Nhw7y&luicode=10000011&lfid=1076031549362863,1549362863,4448747994175052,,1478,1920,12-12,148,"来透点刚出炉的 小细节给你们～<span class=""url-icon""><img alt=[爱你] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-4a23c0524a.png"" style=""width:1em; height:1em;"" /></span><br />你种草哪位佳丽 ？？<br />打call  我来送 ～抽3名哦<br /><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%BC%A0%E5%A4%A7%E5%A5%95%E5%8F%8C12%E9%9B%866%E7%A6%8F%23&extparam=%23%E5%BC%A0%E5%A4%A7%E5%A5%95%E5%8F%8C12%E9%9B%866%E7%A6%8F%23&luicode=10000011&lfid=1076031549362863"" data-hide=""""><span class=""surl-text"">#张大奕双12集6福#</span></a> <a data-url=""http://t.cn/AiDLA4Oi"" href=""https://shop.sc.weibo.com/h5/shop/index2?weiboUid=1549362863&iids=110015493628630003598294_110015493628630003598296_110015493628630003598292&obstamp=157614763879155&sinaintervalbrowser=topnav&aid=&mid=4448747994175052&suid=1549362863&card_btn_fid=&disable_interception=1&disable_sinaurl=1&allowRedirect=1&schemewhitelist=%7B%22scheme%22%3A%5B%22.%2A%22%5D%2C%22itunes%22%3A%5B%22.%2A%22%5D%7D&luicode=10000011&lfid=1076031549362863"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/link_icon_default.png'></span><span class=""surl-text"">张大奕 甜美诱惑力暴</span></a> "
https://m.weibo.cn/status/IkrkfdUc6?mblogid=IkrkfdUc6&luicode=10000011&lfid=1076031549362863,1549362863,4448716033314278,,898,1010,12-12,103,"圣诞🎄绿  这个绿一点也不脆 <br />带点复古 显白~<br />95羊毛 每米大约600克<br />顺毛呢 <br />保暖过关  ～<br /> <br />细节就是你拿到衣服回去仔细看 压线都超平整~<br />双排树脂扣 定制的<br />今晚直播穿给你们看咯~<br />抽3名送优惠券哦 200元 ～<br /><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%BC%A0%E5%A4%A7%E5%A5%95%E5%8F%8C12%E9%9B%866%E7%A6%8F%23&extparam=%23%E5%BC%A0%E5%A4%A7%E5%A5%95%E5%8F%8C12%E9%9B%866%E7%A6%8F%23&luicode=10000011&lfid=1076031549362863"" data-hide=""""><span class=""surl-text"">#张大奕双12集6福#</span></a> <a data-url=""http://t.cn/AiDwCcfH"" href=""https://shop.sc.weibo.com/h5/goods/index?iid=110015493628630003598290&sinaintervalbrowser=topnav&aid=&mid=4448716033314278&suid=1549362863&card_btn_fid=&disable_interception=1&disable_sinaurl=1&allowRedirect=1&schemewhitelist=%7B%22scheme%22%3A%5B%22.%2A%22%5D%2C%22itunes%22%3A%5B%22.%2A%22%5D%7D&luicode=10000011&lfid=1076031549362863"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/link_icon_default.png'></span><span class=""surl-text"">张大奕 wan年不过时场面王 顺毛呢双排扣大衣</span></a> "
https://m.weibo.cn/status/IkqMVafoT?mblogid=IkqMVafoT&luicode=10000011&lfid=1076031549362863,1549362863,4448695372442483,,1656,4441,12-12,149,"1212倒计时了哦～贝壳光彩羽绒！！<br />评论里我抽三人送了<span class=""url-icon""><img alt=[米奇比心] src=""//h5.sinaimg.cn/m/emoticon/icon/movies/mickey_01-f93c4eac57.png"" style=""width:1em; height:1em;"" /></span><br /><br />不同光线下会有贝壳的光泽感 <br />炫彩光感的面料<br />晚上出街整个人在发光 ～<br />免烫防皱面料 要怎么造作都行 省心~~<br />羽绒的保暖老搭档了<br />90白鹅绒+狐狸毛领<br />毛领～很大很蓬 可拆卸的哦~<br />小A型 中长款 是高领帽<br />帽子里是环保兔毛 柔柔的很暖~ ...<a href=""/status/4448695372442483"">全文</a>"
https://m.weibo.cn/status/IkqhuDQnv?mblogid=IkqhuDQnv&luicode=10000011&lfid=1076031549362863,1549362863,4448675889496137,,1362,2679,12-12,96,"派客风衣和羽绒一体的长外套<br />可拆卸两件套 先给点细节图给你们看看～<br />今晚开给你们～评论里我抽3名送<br /><br />实穿 季节跨度大<br />拆掉里面的羽绒和毛领就是件风衣<br /> <br />H型 最遮肉的版<br />也可以收腰穿 女人味一点~<br />落肩袖 会减掉一些成熟感<br />也方便里面套毛衣什么的～其实我觉得里面不穿毛衣 也很暖了<br />稀饭领子到下摆  ...<a href=""/status/4448675889496137"">全文</a>"
https://m.weibo.cn/status/IkksmCNfT?mblogid=IkksmCNfT&luicode=10000011&lfid=1076031549362863,1549362863,4448451989245805,,598,907,12-11,66,"最后一小时倒计时了！！<br />大家记得赶紧检查自己的购物车 抢现货啊！！ 黑科技的羽绒视频 终于出来了！！一定要发给你们看<br />你们等下 买完记得来晒订单！我来抽免单～<br /><br /><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8F%8C12%E5%89%81%E6%89%8B%E4%B9%9F%E8%A6%81%E5%85%A5%23&extparam=%23%E5%8F%8C12%E5%89%81%E6%89%8B%E4%B9%9F%E8%A6%81%E5%85%A5%23&luicode=10000011&lfid=1076031549362863"" data-hide=""""><span class=""surl-text"">#双12剁手也要入#</span></a><br /><a data-url=""http://t.cn/AiDPp37m"" href=""https://m.weibo.cn/p/index?containerid=2304444448448326598678&url_type=39&object_type=video&pos=1&allowRedirect=1&disable_interception=1&disable_sinaurl=1&schemewhitelist=%7B%22scheme%22%3A%5B%22.%2A%22%5D%2C%22itunes%22%3A%5B%22.%2A%22%5D%7D&luicode=10000011&lfid=1076031549362863"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">张大奕eve的微博视频</span></a><br /><a data-url=""http://t.cn/AieI8zno"" href=""https://shop.sc.weibo.com/h5/goods/index?iid=110015493628630003596948&sinaintervalbrowser=topnav&aid=&mid=4448451989245805&suid=1549362863&page=wb_ad@Zm9sbG93dG9wd2VpYm8%3D&card_btn_fid=&disable_interception=1&disable_sinaurl=1&allowRedirect=1&schemewhitelist=%7B%22scheme%22%3A%5B%22.%2A%22%5D%2C%22itunes%22%3A%5B%22.%2A%22%5D%7D&luicode=10000011&lfid=1076031549362863"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/link_icon_default.png'></span><span class=""surl-text"">张大奕 迪士尼合作款 90白鸭绒亮面&amp;amp;哑光随心选两面可穿羽绒服</span></a>  <br /><a data-url=""http://t.cn/AieIQRDY"" href=""https://shop.sc.weibo.com/h5/goods/index?iid=110015493628630003596942&sinaintervalbrowser=topnav&aid=&mid=4448451989245805&suid=1549362863&page=wb_ad@Zm9sbG93dG9wd2VpYm8%3D&card_btn_fid=&disable_interception=1&disable_sinaurl=1&allowRedirect=1&schemewhitelist=%7B%22scheme%22%3A%5B%22.%2A%22%5D%2C%22itunes%22%3A%5B%22.%2A%22%5D%7D&luicode=10000011&lfid=1076031549362863"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/link_icon_default.png'></span><span class=""surl-text"">张大奕 对臃肿土气say no  东丽90白鹅绒羽绒服时髦进阶</span></a> <br /><a data-url=""http://t.cn/Aig9IhOj"" href=""https://shop.sc.weibo.com/h5/goods/index?iid=110015493628630003595932&sinaintervalbrowser=topnav&aid=&mid=4448451989245805&suid=1549362863&page=wb_ad@Zm9sbG93dG9wd2VpYm8%3D&card_btn_fid=&disable_interception=1&disable_sinaurl=1&allowRedirect=1&schemewhitelist=%7B%22scheme%22%3A%5B%22.%2A%22%5D%2C%22itunes%22%3A%5B%22.%2A%22%5D%7D&luicode=10000011&lfid=1076031549362863"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/link_icon_default.png'></span><span class=""surl-text"">张大奕 90鹅绒黑科技石墨烯来袭让你自带暖宝宝温暖过冬羽绒服</span></a><br /><a data-url=""http://t.cn/AieIHsiM"" href=""https://shop.sc.weibo.com/h5/goods/index?iid=110015493628630003596926&sinaintervalbrowser=topnav&aid=&mid=4448451989245805&suid=1549362863&page=wb_ad@Zm9sbG93dG9wd2VpYm8%3D&card_btn_fid=&disable_interception=1&disable_sinaurl=1&allowRedirect=1&schemewhitelist=%7B%22scheme%22%3A%5B%22.%2A%22%5D%2C%22itunes%22%3A%5B%22.%2A%22%5D%7D&luicode=10000011&lfid=1076031549362863"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/link_icon_default.png'></span><span class=""surl-text"">张大奕  把电热毯披身上  东丽加热模块长短款90白鹅绒羽绒服</span></a> "
https://m.weibo.cn/status/IkiNknxCT?mblogid=IkiNknxCT&luicode=10000011&lfid=1076031549362863,1549362863,4448388105610807,,1127,2897,12-11,115,"买羽绒要趁早~<br />先说福利！评论里 抽3名1212订单给你免单～<br /><br />逃得过冬天 还有倒春寒等着你哦<br />Oswald 羽绒服<br />基础派克服 版型<br />斜纹雀丽斯面料<br />耐磨 不怕霉 也不怕虫蛀<br />明年拿出来还能跟新的一样<br /><br />90白鸭绒 400T里布 迪斯尼超细纤维面料<br />超级防跑绒 触感更加蓬松 柔软~<br />这点克服天然纤维的缺点<br /> 有抽绳 不 ...<a href=""/status/4448388105610807"">全文</a>"
https://m.weibo.cn/status/Iki67qTNz?mblogid=Iki67qTNz&luicode=10000011&lfid=1076031549362863,1549362863,4448361316411021,,673,1018,12-11,95,"预售款 还有最后1小时了！！快去看直播！<br />捡漏哦～<br />反正买了你也可以退 不买肯定亏<span class=""url-icon""><img alt=[笑cry] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-d320324f00.png"" style=""width:1em; height:1em;"" /></span><br />评论来说说你买了哪些预售 我抽3名免单了！！<br /><br />这个连帽卫衣版 环保皮草   <br />喜欢这件也不用剁手 今晚0点 蹲点哦！<br />走的是性价比路线<br />穿起来像真皮草一样 很显价<br />价格美丽 手感也在线 <br />穿上很想来回撸自己 很柔 ...<a href=""/status/4448361316411021"">全文</a>"
